Nombre;Categoria;Vencimiento;Stock;Precio;Código
Atún desmenuzado en agua 104 g drenado;conservas;2022-07-16;50;229;873060166998
Piñas en trozos 340 g drenado;conservas;2022-07-16;50;433;899076574553
Porotos blancos 390 g;conservas;2022-07-16;50;333;637024800090
Arvejas 252 g;conservas;2022-07-16;50;259;437814152537
Compota durazno 90 g;conservas;2022-07-16;50;133;638152944988
Atún lomitos aceite 104 g drenado;conservas;2022-07-16;50;419;993826647394
Compota manzana 90 g;conservas;2022-07-16;50;232;494035086693
Compota manzana 90 g;conservas;2022-07-16;50;133;612498992489
Leche condensada doypack 200 g;conservas;2022-07-16;50;363;624575999342
Lentejas 390 g;conservas;2022-07-16;50;333;433671310704
Piñas en rodajas 340 g drenado;conservas;2022-07-16;50;433;884582280561
Duraznos mitades 470 g;conservas;2022-07-16;50;496;858858843507
Compota Vivo Mifrut plátano 90 g;conservas;2022-07-16;50;163;331254377844
Corazón de Palmito en rodajas 220 g drenado;conservas;2022-07-16;50;719;440064732536
Leche evaporada Ideal 375ml 400g;conservas;2022-07-16;50;546;169126882681
Leche evaporada 386 ml;conservas;2022-07-16;50;459;915518631288
Duraznos mitades 230 g drenado;conservas;2022-07-16;50;313;764472405371
Porotos rojos 390 g;conservas;2022-07-16;50;333;241502137726
Garbanzos Wasil Caja 380 g;conservas;2022-07-16;50;782;900190203264
Choritos al natural 213 g drenado;conservas;2022-07-16;50;833;546780802433
Palmitos en rodajas 220 g drenado;conservas;2022-07-16;50;749;341293157762
Durazno en cubitos 200 g drenado;conservas;2022-07-16;50;346;679170018691
Choritos al natural bajo en sodio 100 g drenado;conservas;2022-07-16;50;1032;824014507398
Porotos rojos Wasil listo para servir 380 g;conservas;2022-07-16;50;782;725687438734
Duraznos en cubitos 380 g;conservas;2022-07-16;50;326;667561602448
Surtido de mariscos en aceite 213 g drenado;conservas;2022-07-16;50;896;468934290834
Garbanzos listos 390 g;conservas;2022-07-16;50;413;823098363283
Atún en lomitos con salsa de tomate 110 g drenado;conservas;2022-07-16;50;966;437035199892
Durazno mitades 340 g drenado;conservas;2022-07-16;50;399;889956806038
Choclo Wasil 340 g;conservas;2022-07-16;50;379;608407301526
Surtido de mariscos en agua 213 g drenado;conservas;2022-07-16;50;896;190961929624
Choclito cócktail 230 g drenado;conservas;2022-07-16;50;796;864273239453
Choritos ahumados 100 g drenado;conservas;2022-07-16;50;486;298784722334
Choritos en aceite Maxima 100 g drenado;conservas;2022-07-16;50;333;929718398367
Compota pera 90 g;conservas;2022-07-16;50;7925;655058619805
Choritos al natural 100 g drenado;conservas;2022-07-16;50;486;680436952483
Choritos en aceite 213 g drenado;conservas;2022-07-16;50;833;186852765092
Duraznos en cubos 240 g;conservas;2022-07-16;50;689;258156015015
Arvejas 170 g drenado;conservas;2022-07-16;50;166;208798977453
Duraznos mitades 822 g;conservas;2022-07-16;50;726;953107492270
Porotos Granados Wasil 380 g;conservas;2022-07-16;50;1309;473677016493
Crema Nestlé light tarro 157 g;conservas;2022-07-16;50;463;955691281840
Crema batida de coco libre de gluten y lactosa 400 ml;conservas;2022-07-16;50;733;701519015345
Choritos al natural Maxima 100 g drenado;conservas;2022-07-16;50;10061;497555688882
Choritos salsa picante 100 g drenado;conservas;2022-07-16;50;476;697930329522
Surtido de mariscos en agua 100 g drenado;conservas;2022-07-16;50;893;663476915637
Cocktail de frutas 340 g drenado;conservas;2022-07-16;50;576;315116719544
Surtido de mariscos 200 g drenado;conservas;2022-07-16;50;1256;996454854077
Compota Vivo Frut naranja y zanahoria 120 gr;conservas;2022-07-16;50;243;926618381759
Choritos en aceite 100 g drenado;conservas;2022-07-16;50;1032;805986995648
Champiñones laminados 400 g;conservas;2022-07-16;50;589;112973385157
Pimiento California 220 g drenado;conservas;2022-07-16;50;533;772622183883
Carbonada Wasil 380 g;conservas;2022-07-16;50;1309;104984301004
Piñas en rodajas 490 g drenado;conservas;2022-07-16;50;633;167326887375
Surtido de mariscos en aceite 100 g drenado;conservas;2022-07-16;50;893;786062339535
Palmitos enteros 220 g drenado;conservas;2022-07-16;50;949;711081266643
Duraznos en trocitos 250 g drenado;conservas;2022-07-16;50;313;222557547989
Lentejas con chorizo 380 g;conservas;2022-07-16;50;1309;530097843669
Corazón de Palmito entero 220 g drenado;conservas;2022-07-16;50;883;263567494615
Espárragos verdes 425 g;conservas;2022-07-16;50;906;139209338327
Crema de zapallo 380 g;conservas;2022-07-16;50;563;814494100953
Crema Lista Maggi De la Huerta Champiñones a las finas hierbas 250g;conservas;2022-07-16;50;566;878280805850
Surtido de mariscos en aceite 200 g drenado 425 g neto;conservas;2022-07-16;50;1256;822215118300
Sardinas en aceite de oliva 88 g drenado;conservas;2022-07-16;50;633;136829169117
Corazones de Alcachofas 400 g;conservas;2022-07-16;50;999;820191030752
Cocktail de frutas 480 g drenado;conservas;2022-07-16;50;1472;902212193762
Crema de leche 170 g;conservas;2022-07-16;50;276;762368404962
Duraznos mitades 425 g;conservas;2022-07-16;50;493;243730787812
Piñas en trocitos y almíbar lata 565 g;conservas;2022-07-16;50;689;134471290341
Atún desmenuzado en agua 104 g drenado;conservas;2022-07-16;50;256;826785394150
Duraznos trocitos 230 g drenado;conservas;2022-07-16;50;493;169834139113
Compota plátano y yoghurt 90 g;conservas;2022-07-16;50;163;982785199595
Crema Lista Tomate Albahaca 250 g;conservas;2022-07-16;50;566;465287712237
Espárragos 100 g;conservas;2022-07-16;50;599;548863495663
Cerezas marrasquino rojas 140 g;conservas;2022-07-16;50;793;129939246576
Choritos al natural 100 g drenado;conservas;2022-07-16;50;396;752228134385
Piñas en rodajas y almíbar lata 567 g;conservas;2022-07-16;50;689;809883487731
Atún lomitos en aceite 220 g drenado;conservas;2022-07-16;50;666;621727731189
Champiñones enteros 400 g;conservas;2022-07-16;50;589;547205492214
Choritos al natural 100 g drenado 190 g neto;conservas;2022-07-16;50;549;818233716217
Porotos negros listos 390 g;conservas;2022-07-16;50;413;673016532485
Crema de espinaca lista 390 g;conservas;2022-07-16;50;626;998183308808
Choclo dulce 140 g drenado;conservas;2022-07-16;50;299;415107436043
Lentejas listas 390 g;conservas;2022-07-16;50;413;727354830348
Choritos en aceite 190 g drenado;conservas;2022-07-16;50;599;911693262348
Choritos en agua 100 g drenado;conservas;2022-07-16;50;583;853531078160
Paté de ternera 100 g;conservas;2022-07-16;50;399;123614572052
Cholgas en aceite 100 g drenado;conservas;2022-07-16;50;686;912682421780
Alimento de coco evaporado libre de gluten y lactosa 360 ml;conservas;2022-07-16;50;666;479657512471
Arvejas Finas Wasil 170 g drenado;conservas;2022-07-16;50;239;983842278935
Sardinas en aceite 90 g drenado;conservas;2022-07-16;50;289;205993209373
Alimento de coco 400 ml;conservas;2022-07-16;50;599;736284470813
Surtido de mariscos al agua 100 g drenado;conservas;2022-07-16;50;683;957233237534
Duraznos cubitos 590 g;conservas;2022-07-16;50;613;990472515105
Garbanzos con espinaca listos 390 g;conservas;2022-07-16;50;709;581919804961
Jibia en agua 200 g drenados;conservas;2022-07-16;50;1229;172009655850
Choritos en aceite 100 g drenado 190 g neto;conservas;2022-07-16;50;583;325322173997
Choritos al natural 213 g drenado;conservas;2022-07-16;50;1016;210165657138
Palmitos corte spaghetti 220 g drenado;conservas;2022-07-16;50;876;883681168949
Choritos en aceite 110 g drenado 190 g neto;conservas;2022-07-16;50;549;413770599990
Duraznos mitades 590 g;conservas;2022-07-16;50;613;715869711926
Surtido Caldillo al natural lata 213 g drenado;conservas;2022-07-16;50;876;942284926523
Choritos en aceite lata 213 g drenado;conservas;2022-07-16;50;1016;783492648510
Chorito al natural bajo en sodio 190 g neto;conservas;2022-07-16;50;5573;999070813759
Choritos lata 200 g drenado;conservas;2022-07-16;50;1189;406368308798
Surtido de Mariscos al aceite Maxima 100 g drenado;conservas;2022-07-16;50;433;406155742785
Atún lomitos en agua 220 g drenado;conservas;2022-07-16;50;666;426203287105
Choritos en aceite 200 g drenado;conservas;2022-07-16;50;1189;500273598019
Porotos blancos listos 390 g;conservas;2022-07-16;50;413;355704720963
Cholgas al natural 100 g drenado;conservas;2022-07-16;50;686;330936077891
Jurel al natural reducido en sodio 300 g drenado;conservas;2022-07-16;50;683;877003370054
Salmón lata al natural 100 g drenado;conservas;2022-07-16;50;999;735158292038
Pimiento morrón netero 185 g;conservas;2022-07-16;50;493;758631927360
Crema de lentejas receta casera 380 g;conservas;2022-07-16;50;563;302392184395
Atún desmenuzado al agua Máxima 170 g;conservas;2022-07-16;50;199;910783082063
Salmón lata en aceite 100 g drenado;conservas;2022-07-16;50;999;470232108625
Surtido de caldillo 116 g drenado;conservas;2022-07-16;50;643;617374682706
Leche azucarada 397 g;conservas;2022-07-16;50;373;528121671251
Choritos Aceite Angelmo 213 Gr Dr;conservas;2022-07-16;50;893;746389188181
Choritos en aceite 104 g drenado;conservas;2022-07-16;50;463;693601275479
Crema de tomates receta casera 380 g;conservas;2022-07-16;50;563;872514809434
Cup durazno cubo 452 g;conservas;2022-07-16;50;889;495346880091
Cup pera cubo 452 g;conservas;2022-07-16;50;889;423994256989
Picadillo de marisco 213 g drenado;conservas;2022-07-16;50;666;767318175326
Harina con polvos de hornear 1 kg;harina y complementos;2022-07-16;50;383;944434318945
Harina sin polvos de hornear 1 kg;harina y complementos;2022-07-16;50;383;896105279074
Sémola trigo candeal 500 g;harina y complementos;2022-07-16;50;416;835843706467
Harina integral 1 kg;harina y complementos;2022-07-16;50;513;949715480164
Levadura seca 10 g;harina y complementos;2022-07-16;50;79;889515208291
Harina con polvos de hornear 1 kg;harina y complementos;2022-07-16;50;489;776282025575
Polvo de hornear Imperial Lata 200g;harina y complementos;2022-07-16;50;733;447490715240
Sémola 100% trigo 250 g;harina y complementos;2022-07-16;50;216;254336642665
Almidón de maíz caja 250 g;harina y complementos;2022-07-16;50;1016;396103306856
Harina envase papel 1 kg;harina y complementos;2022-07-16;50;486;736347696749
Harina sin polvos de hornear 1 kg;harina y complementos;2022-07-16;50;489;871926206062
Harina sin polvos de hornear 3 kg;harina y complementos;2022-07-16;50;1376;293001236079
Chuño Martini 250 g;harina y complementos;2022-07-16;50;266;707359829622
Harina de Maíz blanca precocida 1 Kg;harina y complementos;2022-07-16;50;859;406319836791
Harina especial repostería 650 g;harina y complementos;2022-07-16;50;506;778747702904
Pack 10 un. Levadura seca 10 g;harina y complementos;2022-07-16;50;763;539422404217
Almidón de maíz sachet 100 g;harina y complementos;2022-07-16;50;649;413019565689
Harina con polvos de hornear 1 kg;harina y complementos;2022-07-16;50;369;832843566715
Harina extra fina 100% natural precocida 1 kg;harina y complementos;2022-07-16;50;759;906253315711
Harina de maíz amarillo extra fina 1 kg;harina y complementos;2022-07-16;50;796;964331499136
Harina tostada 500 g;harina y complementos;2022-07-16;50;356;844228128388
Harina de arroz 500 g;harina y complementos;2022-07-16;50;356;685738790532
Harina de fuerza 1 kg;harina y complementos;2022-07-16;50;9309;605162458762
Harina multipropósito sin gluten 500 g;harina y complementos;2022-07-16;50;1099;507374481039
Polenta doypack 250 g;harina y complementos;2022-07-16;50;286;261850795666
Harina de maíz 1 kg;harina y complementos;2022-07-16;50;1116;163483578003
Harina de Maíz blanca PAN 1 kg;harina y complementos;2022-07-16;50;816;842010300050
Sémola trigo candeal 250 g;harina y complementos;2022-07-16;50;276;779805421207
Levadura nutricional Manare 100 g;harina y complementos;2022-07-16;50;2163;608317517464
Harina de Maíz amarillo 1 kg;harina y complementos;2022-07-16;50;816;763871858329
Harina almendra 453 g;harina y complementos;2022-07-16;50;4333;467872304794
Harina almendra natural 453 g;harina y complementos;2022-07-16;50;4333;819557691034
Harina de fuerza 1 kg;harina y complementos;2022-07-16;50;942;574328278684
Mayonesa 789 g;aderezos y salsas;2022-07-16;50;10584;927222476444
Mayonesa regular doypack 930 g;aderezos y salsas;2022-07-16;50;1017;820717727390
Ketchup regular doypack 1000 g;aderezos y salsas;2022-07-16;50;1679;364369931935
Mayonesa 394 g;aderezos y salsas;2022-07-16;50;933;322986561184
Mayonesa 850 g;aderezos y salsas;2022-07-16;50;1259;311844040354
Mostaza 1 kg;aderezos y salsas;2022-07-16;50;596;218643639970
Ketchup 1 kg;aderezos y salsas;2022-07-16;50;739;412136623780
Ketchup regular doypack 500 g;aderezos y salsas;2022-07-16;50;1156;155462282915
Ketchup 397 g;aderezos y salsas;2022-07-16;50;4170;115201920678
Salsa de Soya 500 cc;aderezos y salsas;2022-07-16;50;823;749033533093
Ketchup regular doypack 1000 g;aderezos y salsas;2022-07-16;50;716;988803370664
Mostaza 900 g;aderezos y salsas;2022-07-16;50;519;580364496553
Mayonesa americana 895 g;aderezos y salsas;2022-07-16;50;1099;596936027818
Mayonesa Supreme Artesana 380 g;aderezos y salsas;2022-07-16;50;1776;593782394539
Mayonesa regular doypack 744 g;aderezos y salsas;2022-07-16;50;1973;848983731884
Salsa soya 500 ml;aderezos y salsas;2022-07-16;50;2334;827149643434
Mostaza 500 g;aderezos y salsas;2022-07-16;50;672;470429486771
Mostaza 240 g;aderezos y salsas;2022-07-16;50;296;158971408051
Mayonesa 350 g;aderezos y salsas;2022-07-16;50;766;827416096439
Ketchup 500 g;aderezos y salsas;2022-07-16;50;839;389286358713
Mayonesa Light Cuisine 950 g;aderezos y salsas;2022-07-16;50;1039;973038284474
Mayonesa Supreme regular 735 g;aderezos y salsas;2022-07-16;50;2726;768099471036
Mayonesa americana 447 g;aderezos y salsas;2022-07-16;50;733;359451127485
Mostaza regular doypack 250 g;aderezos y salsas;2022-07-16;50;329;126309723838
Mayonesa vegana original doypack 700 g;aderezos y salsas;2022-07-16;50;1133;107128712896
Mostaza regular botella 240 g;aderezos y salsas;2022-07-16;50;399;774510005956
Salsa de Soya 165 cc;aderezos y salsas;2022-07-16;50;539;395627859653
Mayonesa light doypack 760 g;aderezos y salsas;2022-07-16;50;2072;960671289030
Mostaza regular doypack 1000 g;aderezos y salsas;2022-07-16;50;1978;712449412807
Mayonesa Supreme regular 372 g;aderezos y salsas;2022-07-16;50;733;391020981956
Mostaza 240 g;aderezos y salsas;2022-07-16;50;309;198248992457
Mayonesa Supreme Artesana 315 g;aderezos y salsas;2022-07-16;50;1706;430241590985
Mayonesa regular 760 g;aderezos y salsas;2022-07-16;50;1619;627452636879
Mayonesa vegana doypack 670 g;aderezos y salsas;2022-07-16;50;1876;213628808912
Ketchup 240 g;aderezos y salsas;2022-07-16;50;356;906206285521
Salsa BBQ original 510 g;aderezos y salsas;2022-07-16;50;5063;581012311762
Ketchup regular doypack 500 g;aderezos y salsas;2022-07-16;50;443;393079287508
Mostaza 240 g;aderezos y salsas;2022-07-16;50;199;452292013789
Mayonesa Supreme clásica 380 g;aderezos y salsas;2022-07-16;50;1776;379506208480
Ketchup 567 g;aderezos y salsas;2022-07-16;50;833;525717221090
Mostaza regular doypack 250 g;aderezos y salsas;2022-07-16;50;349;847497015010
Salsa Barbecue 280 g;aderezos y salsas;2022-07-16;50;619;484265381606
Mostaza Pinchwaist 227 g;aderezos y salsas;2022-07-16;50;433;226875559658
Mostaza Yellow 397 g;aderezos y salsas;2022-07-16;50;599;240624299755
Ají Pebre 240 g;aderezos y salsas;2022-07-16;50;299;444070498028
Mayonesa regular doypack 700 g;aderezos y salsas;2022-07-16;50;929;409532673772
Mayonesa Supreme Artesana 735 g;aderezos y salsas;2022-07-16;50;2726;602495708912
Mostaza 226 g;aderezos y salsas;2022-07-16;50;1602;534669512432
Aderezo Squeeze Original 350 g;aderezos y salsas;2022-07-16;50;1529;384706391795
Ají pebre botella 240 g;aderezos y salsas;2022-07-16;50;419;308181536499
Ketchup 397 g;aderezos y salsas;2022-07-16;50;1528;696901365493
Ketchup Máxima 240 g;aderezos y salsas;2022-07-16;50;243;431843700469
Ají crema Chile 900 g;aderezos y salsas;2022-07-16;50;533;655657234163
Ketchup 567 g;aderezos y salsas;2022-07-16;50;1173;552972734199
Mayonesa light sachet 93 g;aderezos y salsas;2022-07-16;50;303;846143844089
Ají chileno botella 240 g;aderezos y salsas;2022-07-16;50;419;475092963067
Salsa de Soya light 500 cc;aderezos y salsas;2022-07-16;50;949;654556630780
Aderezo Squeeze Garlic 350 g;aderezos y salsas;2022-07-16;50;1529;481559310077
Aliño César Gourmet Envase 250 g;aderezos y salsas;2022-07-16;50;589;744497508092
Ketchup regular doypack 100 g;aderezos y salsas;2022-07-16;50;226;543479541506
Mostaza doypack 1 kg;aderezos y salsas;2022-07-16;50;326;302292315907
Ají Chileno 240 g;aderezos y salsas;2022-07-16;50;299;594474356483
Ketchup light doypack 500 g;aderezos y salsas;2022-07-16;50;619;233624203019
Ketchup sin azúcar 350 g;aderezos y salsas;2022-07-16;50;983;948434276107
Ketchup regular doypack 240 g;aderezos y salsas;2022-07-16;50;426;610847379211
Mayonesa Supreme light 380 g;aderezos y salsas;2022-07-16;50;1776;858117197582
Salsa para Sandwich Kühne 250 g;aderezos y salsas;2022-07-16;50;833;657820552975
Ají salsa Máxima 1 kg;aderezos y salsas;2022-07-16;50;399;932630818581
Aliño Ajo Ciboulette Gourmet Envase 250 g;aderezos y salsas;2022-07-16;50;586;623931240216
Mayonesa 500 g;aderezos y salsas;2022-07-16;50;1273;499587518234
Salsa de ajo 100 g;aderezos y salsas;2022-07-16;50;226;346658828063
Mayonesa sabor palta frasco 312 g;aderezos y salsas;2022-07-16;50;849;733879840545
Mayonesa Low Fat Original doypack 700 g;aderezos y salsas;2022-07-16;50;1133;687672946466
Mostaza regular doypack 100 g;aderezos y salsas;2022-07-16;50;223;954637012771
Mostaza Stoneground 340 g;aderezos y salsas;2022-07-16;50;666;168678625060
Ají chileno en crema botella 240 g;aderezos y salsas;2022-07-16;50;356;241379012387
Salsa de Soya Light Bridge Pearl River 150 cc;aderezos y salsas;2022-07-16;50;589;166809095974
Mostaza 350 g;aderezos y salsas;2022-07-16;50;647;626407943975
Mostaza Dijon 340 g;aderezos y salsas;2022-07-16;50;666;515723407155
Salsa de Soya light 165 cc;aderezos y salsas;2022-07-16;50;573;405905526580
Salsa picante tabasco botella 60 ml;aderezos y salsas;2022-07-16;50;1213;539045908277
Salsa BBQ honey 510 g;aderezos y salsas;2022-07-16;50;833;484058132277
Ketchup regular doypack 250 g;aderezos y salsas;2022-07-16;50;493;610548502334
Salsa de Ají Chipotle La Costeña 145 grs.;aderezos y salsas;2022-07-16;50;613;871086714688
Mayonesa sabor ajo 372 g;aderezos y salsas;2022-07-16;50;639;532209667905
Ají Pebre Gourmet Frasco 170 grs.;aderezos y salsas;2022-07-16;50;459;900875808578
Aliño Yoghurt Eneldo Gourmet Envase 250 g.;aderezos y salsas;2022-07-16;50;563;910007611203
Ají Merken Don Juan Extracto. 100grs.;aderezos y salsas;2022-07-16;50;499;998632214341
Extracto de ají chileno frasco 100 g;aderezos y salsas;2022-07-16;50;433;138107875143
Crema Huancaína 450 g;aderezos y salsas;2022-07-16;50;1586;855865839435
Ají merken 240 g;aderezos y salsas;2022-07-16;50;353;406615560015
Sazonador ají chipotle 30 g;aderezos y salsas;2022-07-16;50;383;941718294356
Ketchup 397 g;aderezos y salsas;2022-07-16;50;933;472817160021
Mostaza suave vintage 450 g;aderezos y salsas;2022-07-16;50;1466;553147551573
Salsa bloody mary Tabasco 946 ml;aderezos y salsas;2022-07-16;50;2439;800400379735
Ají en crema 350 g;aderezos y salsas;2022-07-16;50;659;573353578330
Salsa Mexicana Casera La Costeña 250 grs.;aderezos y salsas;2022-07-16;50;683;829298667354
Salsa BBQ original 510 g;aderezos y salsas;2022-07-16;50;1066;216779747167
Salsa BBQ hickory 510 g;aderezos y salsas;2022-07-16;50;833;839418629983
Ají pebre en crema botella 240 g;aderezos y salsas;2022-07-16;50;353;280776240993
Mostaza fuerte vintage 450 g;aderezos y salsas;2022-07-16;50;1466;242154835809
Mostaza Spicy Brown 340 g;aderezos y salsas;2022-07-16;50;666;853981613923
Mostaza Horserad 340 g;aderezos y salsas;2022-07-16;50;666;885445144420
Salsa BBQ hickory 510 g;aderezos y salsas;2022-07-16;50;1066;785387892582
Salsa ají Máxima 240 g;aderezos y salsas;2022-07-16;50;293;727721676647
Ají pebre 450 g;aderezos y salsas;2022-07-16;50;1466;592815378278
Ketchup 350 g;aderezos y salsas;2022-07-16;50;887;874004549483
Ají en crema vintage 450 g;aderezos y salsas;2022-07-16;50;1442;171839762284
Mostaza de Dijón Bornier 370 g;aderezos y salsas;2022-07-16;50;1653;448558337901
Ketchup vintage 450 g;aderezos y salsas;2022-07-16;50;1689;603306020717
Salsa Picante Tabasco Botella 150 cc;aderezos y salsas;2022-07-16;50;2316;491366166383
Uchucuta 400 g;aderezos y salsas;2022-07-16;50;1573;541094178672
Salsa Verde de Habanero La Costeña 150 grs.;aderezos y salsas;2022-07-16;50;613;582171381621
Salsa Taquera La Costeña 250 grs.;aderezos y salsas;2022-07-16;50;683;406234517367
Pack complepack 480 g;aderezos y salsas;2022-07-16;50;616;603746701177
Pasta de ají con oliva y ajo 145 g;aderezos y salsas;2022-07-16;50;796;874605940603
Salsa de soya 591 ml;aderezos y salsas;2022-07-16;50;2606;621397815164
Ají pebre doypack 500 g;aderezos y salsas;2022-07-16;50;713;245220347773
Pack sopaipack 480 g;aderezos y salsas;2022-07-16;50;616;695475531646
Salsa Wasabi 262 ml;aderezos y salsas;2022-07-16;50;2546;205601468288
Salsa arriera La Costeña 250 g;aderezos y salsas;2022-07-16;50;683;384353619842
Ketchup 190 g;aderezos y salsas;2022-07-16;50;366;776921534338
Pasta ají criolla ahumada 145 g;aderezos y salsas;2022-07-16;50;796;309300375426
Chimichurri 250 g;aderezos y salsas;2022-07-16;50;1039;564797755270
Aderezo vegano original low fat 350 g;aderezos y salsas;2022-07-16;50;1499;244654706567
Salsa ají toro diablo 100 g;aderezos y salsas;2022-07-16;50;796;687355096970
Salsa de soya con dispensador 148 ml;aderezos y salsas;2022-07-16;50;1389;189445312394
Salsa Verde Tabasco Frasco 60 cc;aderezos y salsas;2022-07-16;50;1213;681710915469
Salsa Roja de Habanero La Costeña 150 grs.;aderezos y salsas;2022-07-16;50;613;429927296910
Adobo chileno 250 g;aderezos y salsas;2022-07-16;50;1039;988752179086
Mayonesa de soya ajo Eggless 352 g;aderezos y salsas;2022-07-16;50;923;965464502158
Ketchup tamaño grande 1.8 kg;aderezos y salsas;2022-07-16;50;1666;372693299086
Salsa de tomate natural 200 g;pastas y salsas;2022-07-16;50;96;410335612822
Spaghetti N° 5 Máxima 400 g;pastas y salsas;2022-07-16;50;9176;587327950743
Salsa de tomate italiana 200 g;pastas y salsas;2022-07-16;50;8462;555970219932
Spaghetti N°5 al huevo 400 g;pastas y salsas;2022-07-16;50;572;696231456671
Spaghetti N°5 400 g;pastas y salsas;2022-07-16;50;306;904228900770
Pack 3 un. spaghetti n5 400 g + salsa italiana 200 g;pastas y salsas;2022-07-16;50;919;845314305960
Spaghetti N° 5 bolsa 400 g;pastas y salsas;2022-07-16;50;606;677729210281
Espirales Máxima 400 g;pastas y salsas;2022-07-16;50;1301;420078505898
Tallarines N° 87 bolsa 400 g;pastas y salsas;2022-07-16;50;606;389863526315
Salsa de Tomates italiana pack 6 un.;pastas y salsas;2022-07-16;50;849;267297378220
Salsa de tomate italiana 6 un. 200 g;pastas y salsas;2022-07-16;50;933;739317198765
Fideos mostaccioli 400 g;pastas y salsas;2022-07-16;50;306;935366954924
Espirales al huevo 400 g;pastas y salsas;2022-07-16;50;572;125008990128
Salsa de Tomate Maggi Tuco con Carne 245g;pastas y salsas;2022-07-16;50;449;537987821490
Espirales 400 g;pastas y salsas;2022-07-16;50;606;508301225907
Tallarín N°77 Máxima 400 g;pastas y salsas;2022-07-16;50;146;615367692216
Fideos para sopa mariposas 250 g;pastas y salsas;2022-07-16;50;229;237045247929
Spaghetti N°5 Tr3s 400 g;pastas y salsas;2022-07-16;50;559;854887231418
Salsa de tomate italiana 200 g;pastas y salsas;2022-07-16;50;159;620947255225
Salsa de Tomate Maggi Tuco con Carne Pack 980g;pastas y salsas;2022-07-16;50;1660;627149156284
Espirales 400 g;pastas y salsas;2022-07-16;50;306;362755715005
Cabellos de ángel 400 g;pastas y salsas;2022-07-16;50;606;305795157948
Tallarines N° 87 espinaca 400 g;pastas y salsas;2022-07-16;50;306;625227231170
Espirales Tr3s 400 g;pastas y salsas;2022-07-16;50;559;142978404291
Lasaña precocida 360 g;pastas y salsas;2022-07-16;50;499;218044002245
Cabellos de ángel vitaminiza 400 g;pastas y salsas;2022-07-16;50;233;390611800006
Ravioli carne 400 g;pastas y salsas;2022-07-16;50;639;981148069831
Fideos para sopa granizo 250 g;pastas y salsas;2022-07-16;50;229;907672661961
Spaghetti N°5 integrales 400 g;pastas y salsas;2022-07-16;50;559;352587837386
Fideos para sopa Dedalitos 250 g;pastas y salsas;2022-07-16;50;229;877439774668
Spaghetti N 5 Vivo Bolsa 350 g;pastas y salsas;2022-07-16;50;293;471208824785
Salsa de Tomate Pomarola natural doypack 200 g;pastas y salsas;2022-07-16;50;223;904859946965
Corbatas vitaminizadas 400 g;pastas y salsas;2022-07-16;50;1368;477363761115
Corbatas 400 g;pastas y salsas;2022-07-16;50;606;528811749340
Spaghetti N°5 integral 400 g;pastas y salsas;2022-07-16;50;333;641052659678
Caracoquesos caja 296 g;pastas y salsas;2022-07-16;50;483;516622069726
Salsa de Tomate Toscana a la bolognesa doypack 200 g;pastas y salsas;2022-07-16;50;256;408224346081
Spaghetti N°5 tricolorri tomate clásica y espinacas 400 g;pastas y salsas;2022-07-16;50;306;480470077411
Corbatas 400 g;pastas y salsas;2022-07-16;50;306;972916608998
Canutos vitaminizados 400 g;pastas y salsas;2022-07-16;50;233;853977755624
Fideos caracolitos 250 g;pastas y salsas;2022-07-16;50;209;447403405291
Espirales integrales 400 g;pastas y salsas;2022-07-16;50;559;543467622381
Canutos 400 g;pastas y salsas;2022-07-16;50;306;883844853745
Salsa de Tomates Mamma Mia boloñesa doypack 200 g;pastas y salsas;2022-07-16;50;226;165150822385
Spaghetti N° 3 bolsa 400 g;pastas y salsas;2022-07-16;50;606;752882397171
Lasaña precocida 360 g;pastas y salsas;2022-07-16;50;469;858749136885
Corbata Tr3s 400 g;pastas y salsas;2022-07-16;50;559;173970550774
Salsa de Tomate Maggi Tuco Sabor Albahaca 245g;pastas y salsas;2022-07-16;50;449;613466927097
Fideos mariposas 250 g;pastas y salsas;2022-07-16;50;209;822160207868
Espirales Vivo Envase 350 g;pastas y salsas;2022-07-16;50;293;564369076224
Pasta Mix Rigati tomate clásica y espinaca 400 g;pastas y salsas;2022-07-16;50;306;301208997902
Espirales integrales 400 g;pastas y salsas;2022-07-16;50;349;695746867218
Salsa de Tomates natural doypack 200 g;pastas y salsas;2022-07-16;50;189;417324404759
Corbatitas bolsa 400 g;pastas y salsas;2022-07-16;50;606;339797725213
Lasaña precocida 200 g;pastas y salsas;2022-07-16;50;293;592062967839
Fettuccini N° 88 bolsa 400 g;pastas y salsas;2022-07-16;50;606;387905081376
Cabellos de ángel 400 g;pastas y salsas;2022-07-16;50;306;337005621281
Mostaccioli 400 g;pastas y salsas;2022-07-16;50;606;754651951138
Salsa de Tomate Maggi Tuco con Pollo 245g;pastas y salsas;2022-07-16;50;449;123470270499
Capellini bolsa 400 g;pastas y salsas;2022-07-16;50;606;291523080226
Spaghetti Vivo sin gluten 250 g;pastas y salsas;2022-07-16;50;639;823051702309
Salsa de tomate italiana 200 g;pastas y salsas;2022-07-16;50;196;871908159526
Quífaros bolsa 400 g;pastas y salsas;2022-07-16;50;606;674374381607
Salsa de Tomates a la albahaca 200 g;pastas y salsas;2022-07-16;50;189;254290497577
Nidos de fetuccini al huevo 400 g;pastas y salsas;2022-07-16;50;486;430659842089
